26.000117,102.630756
37.334080,109.173003
33.991509,104.379184
26.705669,113.577294
36.189446,118.693858
31.752531,110.388327
38.464480,100.691442
26.801925,110.594004
36.067241,100.153964
31.751235,101.336845
32.262290,113.735454
34.834650,118.608730
38.692503,110.538576
27.379473,113.078379
32.239990,114.023812
39.654813,115.243961
29.936795,100.949290
37.041228,106.564685
35.489579,115.128210
40.865561,107.306773
29.705583,119.651006
36.839906,115.067117
35.772779,101.453718
35.474521,117.694143
30.090650,108.728228
37.497422,109.554635
29.566617,105.498137
31.388975,103.330144
33.297761,117.953126
39.638122,101.211287
39.569796,110.090458
33.744379,106.380659
40.799632,109.879534
29.992168,101.814658
40.216464,101.474982
33.510606,107.682843
30.156227,118.276349
33.946211,109.288917
40.114699,101.001680
37.422714,115.404091
38.417260,102.507308
26.238016,113.769106
39.023707,112.590868
37.043368,114.508240
40.991868,117.771444
29.497923,106.126437
31.265229,110.265474
34.866704,116.919631
32.181212,116.830213
30.039759,108.307892
34.059560,109.358347
30.308186,103.566554
28.305800,111.433096
38.036086,100.661075
34.016748,109.969602
40.330411,114.965853
34.318758,117.814750
35.372739,116.840792
28.396513,104.255030
36.720650,102.608545
27.364855,105.491763
26.044994,108.285865
26.403144,114.196392
40.068460,104.798216
28.713439,106.350791
39.304860,113.041174
28.255026,113.626924
31.787221,107.754507
33.496116,102.950660
34.807799,116.911513
34.851629,119.108177
34.342192,102.963031
40.749577,108.175334
28.127297,111.297974
29.781896,109.770291
32.960458,119.221903
27.890462,103.995144
30.788745,112.585383
27.900682,113.025075
35.324510,116.061460
29.717626,109.528636
31.839713,104.065007
26.425628,118.033470
32.397461,102.840421
40.212302,108.206261
27.967828,117.712967
27.382604,103.243971
27.065953,107.306781
29.795860,102.702187
37.747298,109.106146
31.242862,109.046003
38.134169,118.633488
35.774691,104.304968
36.193886,118.178438
29.751884,117.217197
33.068935,110.119118
35.005906,116.351230
37.337653,109.244900
40.270512,112.654774
32.589955,116.493948
36.334714,114.044133
40.807183,119.088298
38.769045,105.786324
34.061386,110.288693
27.551509,108.280570
34.650750,117.531314
32.600580,114.594954
39.038956,114.312847
38.010805,114.130710
37.125739,100.381848
39.290467,110.499748
32.949841,101.303877
36.701335,109.778863
36.015186,113.640982
28.993321,118.332678
38.988240,117.800374
34.159225,102.783900
32.755212,119.787250
29.232980,108.920469
30.735986,110.293189
39.222562,108.794511
33.012977,116.132998
31.477371,104.230379
40.986750,103.072090
35.457324,112.327007
26.008926,100.017580
37.600280,114.546700
30.787664,108.354474
36.237414,113.611240
29.078928,116.728398
36.633809,116.574159
27.418232,101.634752
37.460073,112.591437
29.207783,104.270936
27.215912,107.776465
40.282395,118.950901
31.847804,105.384295
36.382535,105.680701
37.652987,115.677304
32.336897,105.643118
28.909512,100.226325
28.877358,119.664716
29.660814,116.394522
28.046824,107.962874
35.015152,103.537607
38.425321,103.154624
40.819055,105.143373
29.503988,102.032748
29.291160,112.694349
36.440110,115.895396
36.443642,115.058808
36.042810,112.668598
26.846610,111.964333
29.405116,106.375558
36.497517,102.348739
37.438561,110.522466
34.308670,111.759778
30.944996,114.059788
28.145679,103.233754
33.279878,117.204514
38.198986,111.136716
37.084949,106.320147
28.029983,110.570965
30.661083,111.762382
33.771254,108.616956
29.882641,107.404526
31.895264,108.937319
33.138443,107.756624
30.189396,101.565264
31.546130,105.078446
36.076762,113.524738
33.709046,114.572167
36.811517,118.895057
32.910460,118.803262
30.823401,109.208683
33.757180,113.227110
32.027494,112.112794
40.797540,103.007878
36.051476,106.876351
34.125653,110.456154
38.438581,100.299011
30.113146,112.859578
34.192049,118.356954
29.999200,119.401734
29.700997,116.879507
36.410355,109.115032
38.256520,100.441674
28.411234,114.138999
36.617395,108.732769
34.736317,115.034202
40.872996,113.913583
30.192676,115.077255
28.567684,100.085078
33.435366,101.598338
28.446216,118.066024
37.744880,114.933583
32.546385,100.126834
34.771808,110.369568
27.002746,110.880454
31.845971,104.316518
31.786542,112.537227
35.885800,114.186397
34.079919,105.605778
38.238983,107.438194
36.291525,106.203379
26.140213,102.075946
33.814401,115.517607
29.310277,101.105576
27.059523,103.205478
36.856456,105.940442
26.759039,109.556086
32.857428,110.399770
32.697344,103.006231
30.289136,116.673643
36.434561,111.555520
36.217467,106.623499
26.862129,119.737660
34.135897,100.033148
38.842889,100.587110
31.663256,109.793034
34.642594,114.779175
36.189983,110.725335
26.533816,102.450138
40.600335,103.765516
31.269781,112.282510
35.114172,102.518656
34.292932,119.080570
31.353875,116.762033
40.613785,105.180284
29.772914,108.486718
38.195720,117.958285
29.668793,115.212346
36.422846,109.037025
29.954304,113.310069
27.748566,104.191246
27.705135,110.939497
26.091191,103.519485
34.990390,108.638166
27.237598,113.748290
31.629651,116.724131
27.854561,119.466924
26.444529,101.607062
33.413669,115.388748
40.010457,105.003105
31.394867,115.382281
33.499330,114.985032
36.078552,113.633316
37.351553,100.727352
29.458578,104.433346
34.439031,113.052438
35.249156,107.429315
29.372018,104.673830
35.795174,103.318551
37.161563,103.195154
26.714579,113.239870
27.874174,118.983143
33.262707,112.420913
39.710375,100.358890
34.903185,114.437433
33.448730,101.073888
32.624489,110.383497
37.579162,101.307125
32.641855,119.543604
33.016120,106.581122
32.688948,114.865479
29.080120,103.427587
31.587797,118.794508
40.472769,105.099150
27.055028,102.476975
33.895068,103.201663
33.765608,102.103697
38.623641,107.371243
32.358357,106.544551
36.703198,111.535517
39.078263,115.164915
38.548968,113.995822
31.835903,118.704832
35.084038,107.241673
34.092570,109.101448
32.025383,104.808810
27.246286,108.431573
33.085699,105.795329
27.574537,104.327723
38.030280,110.548782
36.032305,117.272855
29.656255,114.231289
29.954944,107.656430
27.215083,109.195255
29.493005,115.907052
33.370146,100.064576
29.991787,113.293777
32.377867,103.736495
40.452134,102.680783
37.937835,118.920892
28.567329,112.120026
26.957054,106.949833
30.387020,110.193165
38.387548,116.686769
36.896647,106.588686
38.031265,112.635266
26.680111,100.828409
28.299727,115.341300
26.925971,110.386064
39.937247,104.410311
29.068444,101.779853
36.495365,114.129226
33.419464,105.235570
36.673569,107.567324
29.009668,104.652152
32.541444,109.389970
38.917812,119.544767
32.667788,100.684862
33.856576,100.632776
37.297607,111.831764
38.343366,106.591577
29.481171,110.730565
32.459276,108.071622
40.809871,119.338193
38.757959,117.350285
30.674078,102.967808
40.963979,112.790466
33.021121,118.638295
36.361589,116.308135
34.123020,111.456130
28.388242,118.905006
38.320005,103.108278
26.616122,106.872268
27.650291,101.930765
33.781599,100.448101
34.422256,117.137522
33.753622,113.490495
37.057623,113.969207
26.341993,103.839675
36.064865,106.917435
26.994354,102.814210
39.816762,104.433129
31.701719,111.720316
28.509692,100.526794
36.366897,115.246878
36.705430,101.546486
34.847140,118.510061
39.945467,108.608920
33.589544,116.625120
39.788542,112.032753
36.857547,110.386733
33.362255,103.228388
40.641734,111.487206
30.098767,110.628546
36.478372,113.340986
27.461488,110.974726
35.161065,113.359309
33.426880,111.431652
34.833321,108.826264
28.268253,110.045495
36.970457,100.633131
26.774251,110.441269
30.809634,100.701190
29.677135,102.143610
31.744528,111.036589
34.957528,112.222211
40.028773,115.440606
33.697227,109.733623
35.751916,113.939915
32.113066,109.736990
33.196743,114.209001
34.012980,105.532939
35.083073,105.602075
36.550542,110.609791
40.073810,104.708054
32.202413,111.949525
37.745035,118.405047
36.222367,116.423547
33.911195,104.605395
28.155262,117.990422
29.771332,113.030291
26.072234,118.718719
30.130296,117.175319
30.183929,119.048619
33.602299,102.458995
32.247131,114.049428
32.547368,102.154776
37.492622,101.997312
32.618978,106.891530
30.455963,115.152423
31.077644,106.615167
26.834093,111.463658
33.279291,104.049639
27.717119,119.486957
38.969143,109.836815
31.510922,116.098247
28.433057,103.191596
26.865844,102.985028
33.021521,107.612166
39.255570,108.482671
32.183719,113.025892
30.624912,101.202849
38.216247,117.953138
39.792379,118.024359
37.550697,103.415925
34.586629,100.628076
38.049017,110.444293
38.924327,105.543963
39.042411,111.737239
31.837578,116.237908
33.885054,118.797430
32.300571,111.597250
37.237176,117.615682
31.071271,103.790972
37.146890,114.378389
39.187427,101.457381
36.651704,117.581198
31.390691,101.797062
28.415437,108.335927
27.446428,113.493857
34.439174,116.260937
39.172877,115.387202
35.528080,117.930480
39.176194,109.729414
27.696059,107.549691
31.739294,113.751558
27.826093,101.536435
28.149531,109.552816
36.628820,104.760387
31.864499,119.517616
35.431500,113.623977
39.630359,107.248003
38.888196,115.885558
32.433099,101.470219
33.479458,109.677457
32.761022,109.993147
37.111382,118.656869
30.501826,102.923913
27.650277,101.606441
40.587144,108.163549
29.576156,119.263204
38.502111,103.961599
27.942223,103.926149
31.086787,111.513584
32.604021,111.713492
32.493159,107.364053
31.734754,112.002653
32.442092,102.975748
36.052950,119.908012
36.470997,108.054798
38.739174,116.390544
37.900733,107.484988
26.144118,109.595572
35.585869,112.929904
35.673469,115.980695
31.660461,107.153435
31.842507,106.686135
36.403830,102.897949
30.372881,113.337127
38.815477,106.293978
28.162137,112.044988
26.083823,118.416591
